FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--1accc36f_191f80e2cba_5966,NRS,Yongala,YON20100729,2010-07-29,2010-07-29 12:05:00,-19.3085,147.6184,20,8,YON20100729_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.014,0,0,,,0.004,0,0.094,0.009,0.004,0,0,,0,0,0.005,0,0,0.138,0.044,0.009,0,0,0.007,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5967,NRS,Yongala,YON20100729,2010-07-29,2010-07-29 12:00:00,-19.3085,147.6184,20,WC,YON20100729_WC,,,,,,,,,,,,,,,,,,,0.3,1,1.3,1,93623.5,1,40556.5,1,1260.5,1,0,0.015,0,0,,,0.006,0,0.099,0.012,0.007,0,0,,0,0,0.005,0,0,0.151,0.052,0.012,0,0,0.012,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.082,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5968,NRS,Yongala,YON20100817,2010-08-17,2010-08-17 10:30:00,-19.3085,147.6184,17,0,YON20100817_0,35.312,1,1984.82,1,2307.28,1,,9,0.06,1,0,1,,9,0.13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5969,NRS,Yongala,YON20100817,2010-08-17,2010-08-17 10:30:00,-19.3085,147.6184,17,10,YON20100817_10,35.317,1,1983.19,1,2308.19,1,,9,0.03,1,0,1,,9,0.12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_596a,NRS,Yongala,YON20100817,2010-08-17,2010-08-17 10:30:00,-19.3085,147.6184,17,20,YON20100817_20,35.307,1,1981.23,1,2307.02,1,,9,0.02,1,0,1,,9,0.12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_596b,NRS,Yongala,YON20100817,2010-08-17,2010-08-17 10:30:00,-19.3085,147.6184,17,26,YON20100817_26,35.307,1,1985.19,1,2305.51,1,,9,0.03,1,0,1,,9,0.12,1,1,1,,,,,,,,,,,0,0.017,0,0,,,0.008,0,0.078,0,0.006,0,0,,0,0,0.005,0.007,0,0.16,0.082,0.012,0.012,0,0.008,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_596c,NRS,Yongala,YON20100817,2010-08-17,2010-08-17 10:51:00,-19.3085,147.6184,17,8,YON20100817_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.019,0,0,,,0.006,0,0.079,0.008,0.007,0,0,,0,0,0.006,0.004,0,0.156,0.077,0.015,0.007,0,0.009,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_596d,NRS,Yongala,YON20100817,2010-08-17,2010-08-17 11:22:00,-19.3085,147.6184,17,WC,YON20100817_WC,,,,,,,,,,,,,,,,,,,0.3,1.1,1.3,1,103435.5,1,32970.5,1,898,1,0,0.02,0,0,,,0.008,0,0.102,0.009,0.005,0,0,,0,0,0.006,0.005,0,0.177,0.075,0.014,0.005,0,0.01,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_596e,NRS,Yongala,YON20100909,2010-09-09,2010-09-09 11:15:00,-19.3085,147.6184,13,0,YON20100909_0,35.236,1,1979.99,1,2298.7,1,,9,0.02,1,0,1,,9,0.1,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_596f,NRS,Yongala,YON20100909,2010-09-09,2010-09-09 11:15:00,-19.3085,147.6184,13,10,YON20100909_10,35.234,1,1976.42,1,2299.6,1,,9,0,1,0,1,,9,0.1,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5970,NRS,Yongala,YON20100909,2010-09-09,2010-09-09 11:15:00,-19.3085,147.6184,13,20,YON20100909_20,35.241,1,1974.55,1,2297.71,1,,9,0.03,1,0,1,,9,0.1,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5971,NRS,Yongala,YON20100909,2010-09-09,2010-09-09 11:15:00,-19.3085,147.6184,13,26,YON20100909_26,35.236,1,1973.56,1,2295.05,1,,9,0.04,1,0,1,,9,0.1,1,1.2,1,,,,,,,,,,,0,0.024,0,0,,,0.011,0,0.118,0.011,0.01,0,0,,0,0,0.008,0,0,0.191,0.073,0.011,0,0,0.012,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.121,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5972,NRS,Yongala,YON20100909,2010-09-09,2010-09-09 11:45:00,-19.3085,147.6184,13,8,YON20100909_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.018,0,0,,,0.008,0,0.091,0.013,0.006,0,0,,0,0,0.008,0,0,0.148,0.057,0.013,0,0,0.011,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.103,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5973,NRS,Yongala,YON20100909,2010-09-09,2010-09-09 11:15:00,-19.3085,147.6184,13,WC,YON20100909_WC,,,,,,,,,,,,,,,,,,,0.3,0.7,0.9,1,119700,1,53235.5,1,1407.5,1,0,0.018,0,0,,,0.01,0,0.103,0,0.009,0,0,,0,0,0.007,0,0,0.172,0.069,0.011,0.011,0,0.013,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.116,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5974,NRS,Yongala,YON20101101,2010-11-01,2010-11-01 12:00:00,-19.3085,147.6184,15,0,YON20101101_0,35.194,1,1974.01,1,2303.43,1,,9,0,1,0,1,,9,0.1,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5975,NRS,Yongala,YON20101101,2010-11-01,2010-11-01 12:00:00,-19.3085,147.6184,15,10,YON20101101_10,35.188,1,1972.82,1,2305.79,1,,9,0.02,1,0,1,,9,0.1,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5976,NRS,Yongala,YON20101101,2010-11-01,2010-11-01 12:00:00,-19.3085,147.6184,15,20,YON20101101_20,35.253,1,1971.6,1,2304.16,1,,9,0,1,0,1,,9,0.11,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5977,NRS,Yongala,YON20101101,2010-11-01,2010-11-01 12:00:00,-19.3085,147.6184,15,26,YON20101101_26,35.196,1,1971.88,1,2295.94,1,,9,0,1,0,1,,9,0.11,1,1.3,1,,,,,,,,,,,0,0.015,0,0,,,0.008,0,0.08,0,0.007,0,0,,0,0,0.006,0,0,0.129,0.049,0.01,0.01,0,0.01,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5978,NRS,Yongala,YON20101101,2010-11-01,2010-11-01 11:45:00,-19.3085,147.6184,15,8,YON20101101_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.014,0,0,,,0.007,0,0.065,0,0,0.005,0,,0,0,0.009,0,0,0.102,0.037,0.005,0.005,0,0.009,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.08,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5979,NRS,Yongala,YON20101101,2010-11-01,2010-11-01 12:00:00,-19.3085,147.6184,15,WC,YON20101101_WC,,,,,,,,,,,,,,,,,,,0.2,1,1.1,1,80540.5,1,34251,1,856,1,0,0.014,0,0.007,,,0.009,0,0.087,0,0,0.006,0,,0,0,0.008,0,0,0.139,0.052,0.011,0.011,0,0.012,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_597a,NRS,Yongala,YON20101208,2010-12-08,2010-12-08 11:00:00,-19.3085,147.6184,17.5,0,YON20101208_0,,9,1953.08,1,2279.94,1,,9,0.04,1,0.1,1,,9,0.02,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_597b,NRS,Yongala,YON20101208,2010-12-08,2010-12-08 11:00:00,-19.3085,147.6184,17.5,10,YON20101208_10,,9,1951.75,1,2276.84,1,,9,0.07,1,0.1,1,,9,0,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_597c,NRS,Yongala,YON20101208,2010-12-08,2010-12-08 11:00:00,-19.3085,147.6184,17.5,20,YON20101208_20,,9,1961.21,1,2292.71,1,,9,0.07,1,0.1,1,,9,0,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_597d,NRS,Yongala,YON20101208,2010-12-08,2010-12-08 11:00:00,-19.3085,147.6184,17.5,26,YON20101208_26,,9,1961.15,1,2292.52,1,,9,0.02,1,0.1,1,,9,0.06,1,1.4,1,,,,,,,,,,,0,0.031,0,0,,,0.014,0,0.175,0.008,0,0.025,0.018,,0.01,0,0.013,0,0,0.285,0.11,0.017,0.009,0,0.035,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.112,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_597e,NRS,Yongala,YON20101208,2010-12-08,2010-12-08 11:30:00,-19.3085,147.6184,17.5,8,YON20101208_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0,0,,,0,0,0.073,0,0,0.007,0,,0,0,0.004,0,0,0.097,0.024,0,0,0,0.006,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_597f,NRS,Yongala,YON20101208,2010-12-08,2010-12-08 11:35:00,-19.3085,147.6184,17.5,WC,YON20101208_WC,,,,,,,,,,,,,,,,,,,0.8,3.9,4.6,1,138075,1,33285.5,1,1039.5,1,0,0.018,0,0,,,0.007,0,0.123,0.009,0,0.016,0.009,,0.009,0,0.006,0,0,0.187,0.064,0.016,0.007,0,0.019,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5980,NRS,Yongala,YON20110118,2011-01-18,2011-01-18 11:45:00,-19.3085,147.6184,15,0,YON20110118_0,29.66,1,1786.2,1,2056.08,1,,9,0.03,1,0.2,1,,9,0.29,1,30.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5981,NRS,Yongala,YON20110118,2011-01-18,2011-01-18 11:45:00,-19.3085,147.6184,15,10,YON20110118_10,33.716,1,1904.18,1,2217.98,1,,9,0.01,1,0.1,1,,9,0.18,1,6.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5982,NRS,Yongala,YON20110118,2011-01-18,2011-01-18 11:45:00,-19.3085,147.6184,15,20,YON20110118_20,34.616,1,1937.54,1,2251.12,1,,9,0.14,1,0.1,1,,9,0.1,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5983,NRS,Yongala,YON20110118,2011-01-18,2011-01-18 11:45:00,-19.3085,147.6184,15,26,YON20110118_26,34.553,1,1941,1,2257.48,1,,9,0.08,1,0.1,1,,9,0.08,1,3.8,1,,,,,,,,,,,0.004,0.036,0,0.005,,,0.016,0,0.468,0.042,0,0.05,0.046,,0.025,0,0.013,0,0,0.521,0.053,0.049,0.007,0,0.102,0,0.058,0,0,0,0,0.005,0.011,0,0,0,0.01,0,0,0.003,0.076,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5984,NRS,Yongala,YON20110118,2011-01-18,2011-01-18 12:15:00,-19.3085,147.6184,15,8,YON20110118_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.032,0,0.008,,,0.01,0,0.339,0.02,0,0.032,0.019,,0.03,0,0.017,0,0,0.363,0.024,0.026,0.006,0,0.06,0,0.04,0,0,0,0,0,0.009,0,0,0,0.005,0,0,0.002,0.099,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5985,NRS,Yongala,YON20110118,2011-01-18,2011-01-18 12:30:00,-19.3085,147.6184,15,WC,YON20110118_WC,,,,,,,,,,,,,,,,,,,0.4,1.3,1.7,1,38755.5,1,73594.5,1,1801,1,0,0.02,0,0,,,0.011,0,0.189,0.015,0,0.042,0.026,,0.162,0,0.016,0,0,0.203,0.014,0.02,0.005,0,0.074,0,0.044,0,0,0,0,0,0.009,0,0,0,0.005,0,0,0.002,0.077,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5986,NRS,Yongala,YON20110217,2011-02-17,2011-02-17 11:45:00,-19.3085,147.6184,10,0,YON20110217_0,34.146,1,1914.13,1,2229.98,1,,9,0.01,1,0.1,1,,9,0.1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5987,NRS,Yongala,YON20110217,2011-02-17,2011-02-17 11:45:00,-19.3085,147.6184,10,10,YON20110217_10,34.142,1,1917.54,1,2232.47,1,,9,0.07,1,0.1,1,,9,0,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5988,NRS,Yongala,YON20110217,2011-02-17,2011-02-17 11:45:00,-19.3085,147.6184,10,20,YON20110217_20,34.142,1,1918.72,1,2234.37,1,,9,0,1,0.1,1,,9,0.11,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5989,NRS,Yongala,YON20110217,2011-02-17,2011-02-17 11:45:00,-19.3085,147.6184,10,26,YON20110217_26,34.156,1,1918.28,1,2237.71,1,,9,0.01,1,0.1,1,,9,0.11,1,2.8,1,,,,,,,,,,,0,0.06,0,0.004,,,0.011,0,0.588,0.016,0,0.027,0.024,,0.012,0,0.008,0,0,0.604,0.016,0.016,0,0,0.079,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.144,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_598a,NRS,Yongala,YON20110217,2011-02-17,2011-02-17 11:52:00,-19.3085,147.6184,10,8,YON20110217_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.06,0,0.007,,,0.004,0,0.475,0.01,0,0.015,0.009,,0.036,0,0.008,0,0,0.481,0.006,0.01,0,0,0.035,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.178,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_598b,NRS,Yongala,YON20110217,2011-02-17,2011-02-17 12:30:00,-19.3085,147.6184,10,WC,YON20110217_WC,,,,,,,,,,,,,,,,,,,0.5,1.7,2.1,1,17462,1,205800,1,1575.5,1,0.003,0.066,0.003,0.005,,,0.007,0,0.605,0.014,0,0.02,0.013,,0.02,0,0.009,0,0,0.621,0.016,0.014,0,0,0.055,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_598c,NRS,Yongala,YON20110323,2011-03-23,2011-03-23 11:04:00,-19.3085,147.6184,5.5,0,YON20110323_0,31.897,1,1872.23,1,2153.08,1,,9,0.09,1,0.2,1,,9,0.19,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_598d,NRS,Yongala,YON20110323,2011-03-23,2011-03-23 11:04:00,-19.3085,147.6184,5.5,10,YON20110323_10,33.132,1,1901.21,1,2195.39,1,,9,0,1,0.1,1,,9,0.15,1,7.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_598e,NRS,Yongala,YON20110323,2011-03-23,2011-03-23 11:04:00,-19.3085,147.6184,5.5,20,YON20110323_20,34.842,1,1969.59,1,2278.64,1,,9,0.06,1,0.7,1,,9,0.15,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_598f,NRS,Yongala,YON20110323,2011-03-23,2011-03-23 11:04:00,-19.3085,147.6184,5.5,26,YON20110323_26,34.886,1,1971.51,1,2278.91,1,,9,0.07,1,0.8,1,,9,0.15,1,2.2,1,,,,,,,,,,,0.021,0.048,0,0,,,0.033,0,0.766,0.123,0,0.08,0.11,,0.028,0,0.019,0,0,0.796,0.03,0.123,0,0,0.179,0,0.11,0,0,0,0,0.012,0.008,0,0,0,0.037,0,0,0.004,0.062,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5990,NRS,Yongala,YON20110323,2011-03-23,2011-03-23 11:37:11,-19.3085,147.6184,5.5,8,YON20110323_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.031,0,0,,,0.017,0,0.449,0.041,0.005,0.038,0.033,,0,0,0.018,0,0,0.449,0,0.041,0,0,0.071,0,0.067,0,0,0,0,0.004,0.008,0,0,0,0.012,0,0,0.004,0.105,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5991,NRS,Yongala,YON20110323,2011-03-23,2011-03-23 11:51:15,-19.3085,147.6184,5.5,WC,YON20110323_WC,,,,,,,,,,,,,,,,,,,0.4,1.5,1.9,1,27893.5,1,225351,1,5969.5,1,0.018,0.045,0,0.008,,,0.021,0,0.675,0.096,0,0.066,0.069,,0.026,0,0.026,0,0,0.687,0.012,0.096,0,0,0.133,0,0.093,0,0,0,0,0.009,0.015,0,0,0,0.023,0,0,0.006,0.107,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5992,NRS,Yongala,YON20110414,2011-04-14,2011-04-14 11:42:00,-19.3085,147.6184,16,0,YON20110414_0,32.548,1,1871.23,1,2153.7,1,,9,0.08,1,0.2,1,,9,0.18,1,4.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5993,NRS,Yongala,YON20110414,2011-04-14,2011-04-14 11:42:00,-19.3085,147.6184,16,10,YON20110414_10,32.658,1,1874.25,1,2157.76,1,,9,0.02,1,0.2,1,,9,0.19,1,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5994,NRS,Yongala,YON20110414,2011-04-14,2011-04-14 11:42:00,-19.3085,147.6184,16,20,YON20110414_20,33.079,1,1888.62,1,2179.49,1,,9,0.02,1,0.1,1,,9,0.16,1,3.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5995,NRS,Yongala,YON20110414,2011-04-14,2011-04-14 11:42:00,-19.3085,147.6184,16,26,YON20110414_26,33.606,1,1915.08,1,2210.83,1,,9,0.04,1,0.2,1,,9,0.16,1,3.3,1,,,,,,,,,,,0,0.021,0,0.006,,,0.008,0,0.327,0.034,0.007,0.03,0.03,,0,0,0.012,0,0,0.327,0,0.034,0,0,0.067,0,0.046,0,0,0,0,0.004,0,0,0,0,0.011,0,0,0.002,0.087,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5996,NRS,Yongala,YON20110414,2011-04-14,2011-04-14 12:33:00,-19.3085,147.6184,16,8,YON20110414_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.011,0,0.007,,,0.004,0,0.132,0.013,0,0.013,0.013,,0.044,0,0.01,0,0,0.132,0,0.013,0,0,0.031,0,0.021,0,0,0,0,0.002,0,0,0,0,0.006,0,0,0.002,0.074,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5997,NRS,Yongala,YON20110414,2011-04-14,2011-04-14 12:45:00,-19.3085,147.6184,16,WC,YON20110414_WC,,,,,,,,,,,,,,,,,,,0.4,0.8,1.2,1,6064,1,124950,1,2740.5,1,0.003,0.024,0,0,,,0.008,0,0.399,0.037,0,0.044,0.039,,0.027,0,0.016,0,0,0.399,0,0.037,0,0,0.131,0,0.04,0,0,0,0,0.004,0,0,0,0,0.012,0,0,0.002,0.07,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5998,NRS,Yongala,YON20110527,2011-05-27,2011-05-27 11:05:00,-19.3085,147.6184,13,0,YON20110527_0,34.288,1,1950.43,1,2247.7,1,,9,0.02,1,0.1,1,,9,0.16,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_5999,NRS,Yongala,YON20110527,2011-05-27,2011-05-27 11:05:00,-19.3085,147.6184,13,10,YON20110527_10,34.311,1,1949.33,1,2249.75,1,,9,0.01,1,0.1,1,,9,0.15,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_599a,NRS,Yongala,YON20110527,2011-05-27,2011-05-27 11:05:00,-19.3085,147.6184,13,20,YON20110527_20,34.32,1,1950.74,1,2248.14,1,,9,0,1,0.1,1,,9,0.14,1,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_599b,NRS,Yongala,YON20110527,2011-05-27,2011-05-27 11:05:00,-19.3085,147.6184,13,26,YON20110527_26,34.303,1,1948.09,1,2247.03,1,,9,0.01,1,0.1,1,,9,0.15,1,2.8,1,,,,,,,,,,,0.004,0.018,0,0.007,,,0.013,0,0.23,0.023,0,0.02,0.019,,0.016,0,0.012,0,0,0.23,0,0.023,0,0,0.034,0,0.037,0,0,0,0,0.003,0,0,0,0,0.005,0,0,0.003,0.069,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_599c,NRS,Yongala,YON20110527,2011-05-27,2011-05-27 11:22:00,-19.3085,147.6184,13,8,YON20110527_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.021,0,0,,,0.014,0,0.241,0.024,0,0.021,0.018,,0.014,0,0.012,0,0,0.241,0,0.024,0,0,0.035,0,0.038,0,0,0,0,0.002,0,0,0,0,0.006,0,0,0.003,0.074,1,,POINT (147.61842 -19.30847)
combined_bgc_data.fid--1accc36f_191f80e2cba_599d,NRS,Yongala,YON20110527,2011-05-27,2011-05-27 11:40:00,-19.3085,147.6184,13,WC,YON20110527_WC,,,,,,,,,,,,,,,,,,,0.4,1,1.4,1,6226.5,1,104149.5,1,2189.5,1,0,0.011,0,0,,,0.009,0,0.194,0.018,0,0.016,0.015,,0.017,0,0.01,0,0,0.194,0,0.018,0,0,0.028,0,0.03,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0.003,0.071,1,,POINT (147.61842 -19.30847)
