FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--1accc36f_191f80e2cba_47da,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,0,MAI20221212_0,35.395,1,2063.25,1,2325.99,1,256.8,1,0.06,1,0,6,0,6,0.11,1,0.2,1,0.1,0.1,0.5,0,625.5,1,66925,1,27234.5,1,0.029,0.032,0.007,0,,,0.026,0,0.815,0.125,0,0.176,0.103,,0.276,,0.09,0.014,0,0.815,0,0.125,0,0,0.316,0,0.079,0,0,,0,0.017,0.012,0.038,0,0,0.042,0,0,0.018,0.023,0,http://hdl.handle.net/102.100.100/400904,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47db,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,10,MAI20221212_10,35.39,1,2063.81,1,2324.45,1,257.1,1,0.15,1,0,6,0,6,0.11,1,0.2,1,,,,,735,1,65627,1,22080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47dc,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,20,MAI20221212_20,35.369,1,,9,,9,256.4,1,0.23,1,0.2,1,0,6,0.13,1,0.3,1,,,,,716.5,1,61671.5,1,22519,1,0.033,0.042,0.006,0,,,0.034,0,1.093,0.188,0,0.298,0.158,,0.553,,0.079,0.005,0,1.093,0,0.188,0,0,0.576,0,0.105,0,0,,0,0.024,0.016,0.068,0,0,0.06,0,0,0.014,0.016,0,http://hdl.handle.net/102.100.100/403009,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47dd,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,30,MAI20221212_30,35.338,1,2070.08,1,2321.24,1,256.3,1,0.12,1,0.5,1,0.13,1,0.16,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47de,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,40,MAI20221212_40,35.238,1,,9,,9,248.9,1,0.27,1,2,1,0.44,1,0.27,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47df,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,50,MAI20221212_50,35.254,1,2084.79,1,2316.51,1,246.1,1,0.38,1,2.2,1,0.44,1,0.27,1,1.3,1,,,,,325,1,21383.5,1,7943.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e0,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,60,MAI20221212_60,35.222,1,,9,,9,239.5,1,0.25,1,3.4,1,0.49,1,0.34,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e1,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,75,MAI20221212_75,35.241,1,2110.44,1,2314.58,1,226.5,1,0,6,6.7,1,0.28,1,0.55,1,3,1,,,,,190.5,1,6418,1,2313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e2,NRS,Maria Island,MAI20221212,2022-12-12,2022-12-13 11:15:00,-42.5967,148.2333,13,85,MAI20221212_85,35.249,1,2112.59,1,2315.17,1,224.9,1,0.11,1,7,1,0.27,1,0.57,1,3.1,1,,,,,155.5,1,5211,1,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400922,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e3,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,0,MAI20230111_0,35.238,1,2054.8,1,2317.47,1,253.5,1,0.14,1,0,6,0,6,0.12,1,0.3,1,0.1,0.1,0.4,0,1953.5,1,5413.5,1,14376.5,1,0.002,0.008,0,0,,,0.007,0,0.232,0.032,0,0.039,0.019,,0.021,,0.033,0.003,0,0.232,0,0.032,0,0,0.063,0,0.031,0,0,,0,0.004,0.018,0,0,0,0.011,0,0,0.006,0.003,0,http://hdl.handle.net/102.100.100/400941,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e4,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,10,MAI20230111_10,35.223,1,2051.82,1,2316.46,1,255.2,1,0,6,0,6,0,6,0.08,1,0.2,1,,,,,1884.5,1,6031.5,1,14089.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e5,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,20,MAI20230111_20,35.3,1,,9,,9,279.7,1,0,6,0,6,0,6,0.1,1,0,6,,,,,2685,1,26837.5,1,13107,1,0.003,0.015,0,0.004,,,0.013,0,0.467,0.047,0,0.103,0.046,,0.109,,0.042,0.003,0,0.467,0,0.047,0,0,0.15,0,0.052,0,0,,0,0.008,0.059,0,0,0,0.016,0,0,0.008,0.004,0,http://hdl.handle.net/102.100.100/403010,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e6,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,30,MAI20230111_30,35.287,1,2095.64,1,2320.92,1,235.1,1,0.13,1,3.1,1,0.4,1,0.38,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e7,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,40,MAI20230111_40,35.236,1,,9,,9,226.6,1,0,6,6.3,1,0.71,1,0.58,1,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e8,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,50,MAI20230111_50,35.247,1,2120.07,1,2316.28,1,213.1,1,0,6,8.8,1,0.59,1,0.7,1,3.6,1,,,,,1066,1,1146.5,1,1464.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403015,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47e9,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,60,MAI20230111_60,35.251,1,,9,,9,212.3,1,0,6,8.9,1,0.56,1,0.71,1,3.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ea,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,75,MAI20230111_75,35.258,1,2120.78,1,2316.47,1,212.7,1,0,6,8.2,1,0.43,1,0.65,1,3.3,1,,,,,1018.5,1,650.5,1,686,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47eb,NRS,Maria Island,MAI20230111,2023-01-11,2023-01-12 10:30:00,-42.5967,148.2333,16,85,MAI20230111_85,35.252,1,2118.46,1,2316.75,1,212.5,1,0,6,9.1,1,0.48,1,0.72,1,3.7,1,,,,,995,1,471.5,1,702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/402869,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ec,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,0,MAI20230221_0,35.586,1,2059.18,1,2334.4,1,240.4,1,0,6,0,6,0,6,0.07,1,0.2,1,0.1,0.1,0.4,0,6334,1,57392,1,9265.5,1,0.005,0.01,0,0,,,0.017,0,0.149,0.021,0,0.036,0.021,,0.029,,0.017,0.002,0,0.182,0.033,0.021,0,0,0.02,0,0.039,0,0,,0,0.004,0.004,0,0,0,0.008,0,0,0.006,0.052,0,http://hdl.handle.net/102.100.100/400942,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ed,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,10,MAI20230221_10,35.581,1,2057.51,1,2334.48,1,240.6,1,0,6,0,6,0,6,0.05,1,0.2,1,,,,,7769,1,60666.5,1,10995.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ee,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,20,MAI20230221_20,35.579,1,,9,,9,240.8,1,0,6,0,6,0,6,0.06,1,0.2,1,,,,,8482,1,60005,1,10648.5,1,0.006,0.017,0,0,,,0.017,0,0.243,0.042,0,0.039,0.021,,0,,0.013,0.002,0,0.294,0.051,0.042,0,0,0.023,0,0.044,0,0,,0,0.005,0.004,0,0,0,0.01,0,0,0.006,0.067,0,http://hdl.handle.net/102.100.100/403011,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ef,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,30,MAI20230221_30,35.574,1,2058.52,1,2334.61,1,239.9,1,0,6,0,6,0,6,0.06,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f0,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,40,MAI20230221_40,35.564,1,,9,,9,239.7,1,0.06,1,0.3,1,0.05,1,0.1,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f1,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,50,MAI20230221_50,35.552,1,2064.7,1,2333.93,1,237.6,1,0.24,1,0.3,1,0,6,0.11,1,0.4,1,,,,,6807,1,13378.5,1,12097,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403016,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f2,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,60,MAI20230221_60,35.5,1,,9,,9,234.7,1,0.26,1,0.9,1,0.16,1,0.17,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f3,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,75,MAI20230221_75,35.384,1,2095.16,1,2324.66,1,217.6,1,0.17,1,3.8,1,0.46,1,0.38,1,2.1,1,,,,,7407.5,1,7085,1,9012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f4,NRS,Maria Island,MAI20230221,2023-02-21,2023-02-22 10:35:00,-42.5967,148.2333,21,85,MAI20230221_85,35.353,1,2103.2,1,2322.77,1,213.5,1,0.06,1,4.9,1,0.49,1,0.45,1,2.5,1,,,,,5513.5,1,5250.5,1,5990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/402870,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f5,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,0,MAI20230322_0,35.617,1,2067.76,1,2337.58,1,237.7,1,0.15,1,0.1,1,0,6,0.08,1,0.3,1,0.1,0.1,0.4,0,16170,1,42968,1,6230,1,0.002,0.013,0,0,,,0.032,0,0.209,0.019,0,0.045,0.038,,0.029,,0.028,0.003,0,0.257,0.048,0.019,0,0,0.034,0,0.062,0,0,,0,0.003,0.006,0,0,0,0.004,0,0,0.002,0.048,0,http://hdl.handle.net/102.100.100/400943,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f6,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,10,MAI20230322_10,35.611,1,2066.6,1,2336.73,1,238.1,1,0,6,0,6,0,6,0.09,1,0.4,1,,,,,15645,1,41249.5,1,5564,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f7,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,20,MAI20230322_20,35.602,1,,9,,9,238.2,1,0,6,0,6,0,6,0.09,1,0.3,1,,,,,16596.5,1,35039.5,1,6192.5,1,0.009,0.018,0,0,,,0.042,0,0.365,0.039,0,0.084,0.066,,0.066,,0.016,0,0,0.41,0.045,0.039,0,0,0.08,0,0.101,0,0,,0,0.005,0.011,0,0,0,0.006,0,0,0.002,0.039,0,http://hdl.handle.net/102.100.100/403012,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f8,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,30,MAI20230322_30,35.603,1,2065.29,1,2335.84,1,238.3,1,0,6,0,6,0,6,0.09,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47f9,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,40,MAI20230322_40,35.594,1,,9,,9,236.8,1,0,6,0.3,1,0,6,0.1,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47fa,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,50,MAI20230322_50,35.562,1,2075.21,1,2334.63,1,231.6,1,0.17,1,0.9,1,0,6,0.16,1,0.6,1,,,,,13259,1,12039.5,1,6359.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403017,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47fb,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,60,MAI20230322_60,35.485,1,,9,,9,222,1,0.26,1,2.4,1,0.25,1,0.29,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47fc,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,75,MAI20230322_75,35.484,1,2089.32,1,2331.27,1,,9,0.23,1,2.3,1,0.22,1,0.27,1,1.2,1,,,,,3034.5,1,3539,1,4549,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47fd,NRS,Maria Island,MAI20230322,2023-03-22,2023-03-23 10:48:00,-42.5967,148.2333,23,85,MAI20230322_85,35.481,1,2088.73,1,2329.11,1,221.7,1,0.28,1,2.5,1,0.24,1,0.29,1,1.3,1,,,,,2990.5,1,3239.5,1,4052.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/402872,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47fe,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,0,MAI20230511_0,35.475,1,2092.01,1,2328.15,1,246.8,1,0,6,1.8,1,0.6,1,0.25,1,0.9,1,0.1,0.1,0.3,0,1856,1,9596,1,14703.5,1,0.027,0.014,0,0,,,0.034,0,0.478,0.072,0,0.081,0.033,,0.074,,0.033,0.003,0,0.478,0,0.072,0,0,0.073,0,0.098,0,0,,0,0.011,0.019,0,0,0,0.025,0,0,0.011,0.005,0,http://hdl.handle.net/102.100.100/403639,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_47ff,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,10,MAI20230511_10,35.475,1,2090.44,1,2326.77,1,246.5,1,0.05,1,1.8,1,0.59,1,0.27,1,0.9,1,,,,,1289.5,1,8577.5,1,13588.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4800,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,20,MAI20230511_20,35.472,1,,9,,9,246,1,0.06,1,1.8,1,0.6,1,0.25,1,0.9,1,,,,,1551,1,9240,1,13926.5,1,0.019,0.015,0,0,,,0.038,0,0.5,0.082,0,0.097,0.051,,0.084,,0.029,0,0,0.5,0,0.082,0,0,0.091,0,0.111,0,0,,0,0.013,0.027,0,0,0,0.029,0,0,0.008,0.004,0,http://hdl.handle.net/102.100.100/403640,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4801,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,30,MAI20230511_30,35.471,1,2090.89,4,2327.71,1,245.5,1,0,6,1.8,1,0.61,1,0.26,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4802,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,40,MAI20230511_40,35.471,1,,9,,9,245.5,1,0,6,1.9,1,0.62,1,0.25,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4803,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,50,MAI20230511_50,35.467,1,2093.13,1,2328.13,1,245.3,1,0.06,1,1.9,1,0.61,1,0.23,1,0.9,1,,,,,1302,1,10241.5,1,13919.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403641,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4804,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,60,MAI20230511_60,35.464,1,,9,,9,245.9,1,0.11,1,1.8,1,0.6,1,0.25,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4805,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,75,MAI20230511_75,35.438,1,2096.53,1,2326.96,1,245,1,0,6,2.2,1,0.77,1,0.28,1,0.8,1,,,,,1880,1,13682.5,1,14739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4806,NRS,Maria Island,MAI20230511,2023-05-11,2023-05-11 10:42:00,-42.5967,148.2333,18,85,MAI20230511_85,35.428,1,2098.33,1,2326.39,1,244.8,1,0.07,1,2.3,1,0.81,1,0.29,1,0.8,1,,,,,1965.5,1,14589,1,13878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403642,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4807,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,0,MAI20230613_0,35.41,1,2110.49,1,2330.69,1,255.5,1,,9,,9,,9,,9,,9,0.1,0.1,0.4,0,3980.5,1,17556.5,1,13469,1,0.025,0.013,0,0,,,0.032,0,0.41,0.097,0,0.061,0.033,,0.014,,0.015,0,0,0.41,0,0.097,0,0,0.037,0,0.058,0,0,,0,0.011,0.007,0,0,0,0.028,0,0,0.01,0.009,0,http://hdl.handle.net/102.100.100/403643,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4808,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,10,MAI20230613_10,35.409,1,2110.82,1,2332.72,1,255.2,1,,9,,9,,9,,9,,9,,,,,4299.5,1,16594.5,1,12178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_4809,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,20,MAI20230613_20,35.414,1,,9,,9,255.1,1,,9,,9,,9,,9,,9,,,,,2873.5,1,14577.5,1,11297.5,1,0.016,0.01,0,0,,,0.026,0,0.32,0.08,0,0.052,0.024,,0,,0.011,0,0,0.32,0,0.08,0,0,0.031,0,0.046,0,0,,0,0.011,0.009,0,0,0,0.025,0,0,0.007,0.008,0,http://hdl.handle.net/102.100.100/403644,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_480a,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,30,MAI20230613_30,35.421,1,2111.39,1,2330.77,1,255,1,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_480b,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,40,MAI20230613_40,35.416,1,,9,,9,255,1,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_480c,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,50,MAI20230613_50,35.425,1,2111.49,1,2331.64,1,254.5,1,,9,,9,,9,,9,,9,,,,,2654,1,11003.5,1,9310.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403645,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_480d,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,60,MAI20230613_60,35.431,1,,9,,9,254.7,1,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_480e,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,75,MAI20230613_75,35.432,1,2112.39,1,2333.33,1,253.7,1,,9,,9,,9,,9,,9,,,,,2540,1,12219.5,1,9740,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid--1accc36f_191f80e2cba_480f,NRS,Maria Island,MAI20230613,2023-06-13,2023-06-13 11:00:00,-42.5967,148.2333,16,85,MAI20230613_85,35.432,1,2112.87,1,2331.81,1,254,1,,9,,9,,9,,9,,9,,,,,2352.5,1,12341,1,10237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/403646,POINT (148.23333 -42.59667)
